order_id,orderrad_id,orderdatum,leveransdatum,produkt_sku,produktnamn,kategori,antal,pris_per_enhet,region,kundtyp,betalmetod,kund_id,leveransstatus,recension_text,recensionsdatum,betyg,orderdatum_raw,leveransdatum_raw,antal_raw,pris_per_enhet_raw,has_review,invalid_order_date,invalid_delivery_date,invalid_quantity,invalid_price,invalid_lead_time,revenue,lead_time_days,order_weekday,order_month,sentiment_bert
ORD-2024-00260,ORD-2024-00260-1,2024-08-22,2024-08-26,SKU-MS001,Trådlös Mus X1,Tillbehör,1.0,399.0,Linköping,Privat,Kort,KND-63067,Levererad,,,,2024-08-22,2024-08-26,1,399.00,False,False,False,False,False,False,399.0,4,Thursday,8,
ORD-2024-00263,ORD-2024-00263-1,2024-04-14,2024-04-16,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1.0,2499.0,Stockholm,Privat,Kort,KND-32212,Skickad,,,,2024-04-14,2024-04-16,1,2499.00,False,False,False,False,False,False,2499.0,2,Sunday,4,
ORD-2024-00264,ORD-2024-00264-1,2024-10-16,2024-10-19,SKU-MS001,Trådlös Mus X1,Tillbehör,1.0,399.0,Göteborg,Privat,Swish,KND-30958,Under Transport,,,,2024-10-16,2024-10-19,1,399.00,False,False,False,False,False,False,399.0,3,Wednesday,10,
ORD-2024-00266,ORD-2024-00266-1,2024-10-05,2024-10-07,SKU-WC001,Webbkamera HD,Tillbehör,1.0,799.0,Stockholm,Konsument,Kort,KND-27139,Levererad,,,,2024-10-05,2024-10-07,1,799.00,False,False,False,False,False,False,799.0,2,Saturday,10,
ORD-2024-00267,ORD-2024-00267-1,2024-12-30,2025-01-01,SKU-HS002,Headset Budget,Ljud,1.0,499.0,Stockholm,Privat,Mobilbetalning,KND-49870,Levererad,,,,2024-12-30,2025-01-01,1,499.00,False,False,False,False,False,False,499.0,2,Monday,12,
ORD-2024-00267,ORD-2024-00267-2,2024-12-30,2025-01-01,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1.0,4999.0,Stockholm,Privat,,KND-49870,Levererad,Snabb leverans och produkten är fantastisk!,2025-01-08,4.0,2024-12-30,2025-01-01,1,4999.00,True,False,False,False,False,False,4999.0,2,Monday,12,Positive
ORD-2024-00268,ORD-2024-00268-1,2024-08-16,2024-08-19,SKU-SD002,Extern SSD 500GB,Lagring,1.0,699.0,Malmö,Privat,Kort,KND-10485,Levererad,Produkten gick sönder efter en månad.,2024-08-29,1.0,2024-08-16,2024-08-19,1,699.00,True,False,False,False,False,False,699.0,3,Friday,8,Negative
ORD-2024-00269,ORD-2024-00269-1,2024-10-11,2024-10-14,SKU-MS001,Trådlös Mus X1,Tillbehör,1.0,399.0,Stockholm,Privat,Faktura,KND-71637,Levererad,Snabb leverans och produkten är fantastisk!,2024-10-27,5.0,2024-10-11,2024-10-14,1,399.00,True,False,False,False,False,False,399.0,3,Friday,10,Positive
ORD-2024-00269,ORD-2024-00269-2,2024-10-11,2024-10-14,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1.0,699.0,Stockholm,Privat,Faktura,KND-71637,Levererad,,,,2024-10-11,2024-10-14,1,699.00,False,False,False,False,False,False,699.0,3,Friday,10,
ORD-2024-00270,ORD-2024-00270-1,2024-06-06,2024-06-10,SKU-WC001,Webbkamera HD,Tillbehör,1.0,799.0,Linköping,Företag,Faktura,KND-17964,Mottagen,Snabb leverans och produkten är fantastisk!,2024-06-11,4.0,2024-06-06,2024-06-10,1,799.00,True,False,False,False,False,False,799.0,4,Thursday,6,Positive
ORD-2024-00270,ORD-2024-00270-3,2024-06-06,2024-06-10,SKU-MS001,Trådlös Mus X1,Tillbehör,5.0,399.0,Linköping,Firma,Faktura,KND-17964,Levererad,,,,2024-06-06,2024-06-10,5,399.00,False,False,False,False,False,False,1995.0,4,Thursday,6,
ORD-2024-00271,ORD-2024-00271-3,2024-05-17,2024-05-19,SKU-SD001,Extern SSD 1TB,Lagring,3.0,1199.0,Malmö,Företag,Faktura,KND-39800,Levererad,,,,2024-05-17,2024-05-19,3,1199.00,False,False,False,False,False,False,3597.0,2,Friday,5,
ORD-2024-00272,ORD-2024-00272-1,2024-12-08,2024-12-10,SKU-SD001,Extern SSD 1TB,Lagring,1.0,1199.0,Malmö,Privat,Kort,KND-70315,Levererad,Fantastisk produkt! Fungerar precis som utlovat.,2024-12-13,4.0,2024-12-08,2024-12-10,1,1199.00,True,False,False,False,False,False,1199.0,2,Sunday,12,Positive
ORD-2024-00274,ORD-2024-00274-1,2024-06-11,2024-06-14,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1.0,4999.0,Stockholm,Företag,Faktura,KND-82519,Levererad,,,,2024-06-11,2024-06-14,1,4999.00,False,False,False,False,False,False,4999.0,3,Tuesday,6,
ORD-2024-00274,ORD-2024-00274-2,2024-06-11,2024-06-14,SKU-LP003,Laptop Gaming X,Datorer,5.0,18999.0,Stockholm,Företag,Faktura,KND-82519,Levererad,,,,2024-06-11,2024-06-14,5,18999.00,False,False,False,False,False,False,94995.0,3,Tuesday,6,
ORD-2024-00274,ORD-2024-00274-3,2024-06-11,2024-06-14,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,3.0,5999.0,Stockholm,Företag,Faktura,KND-82519,Skickad,Fantastisk produkt! Fungerar precis som utlovat.,2024-06-17,5.0,2024-06-11,2024-06-14,3,5999.00,True,False,False,False,False,False,17997.0,3,Tuesday,6,Positive
ORD-2024-00275,ORD-2024-00275-1,2024-01-27,2024-01-29,SKU-SD001,Extern SSD 1TB,Lagring,1.0,1199.0,Malmö,Privat,Swish,KND-52297,Levererad,,,,2024-01-27,2024-01-29,1,1199.00,False,False,False,False,False,False,1199.0,2,Saturday,1,
ORD-2024-00275,ORD-2024-00275-2,2024-01-27,2024-01-29,SKU-WC001,Webbkamera HD,Tillbehör,2.0,799.0,Malmö,Privat,Swish,KND-52297,Levererad,,,,2024-01-27,2024-01-29,2,799.00,False,False,False,False,False,False,1598.0,2,Saturday,1,
ORD-2024-00275,ORD-2024-00275-3,2024-01-27,2024-01-29,SKU-HS001,Headset Pro ANC,Ljud,1.0,1899.0,Malmö,Privat,Swish,KND-52297,Levererad,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-02-07,5.0,2024-01-27,2024-01-29,1,1899.00,True,False,False,False,False,False,1899.0,2,Saturday,1,Positive
ORD-2024-00275,ORD-2024-00275-3,2024-01-27,2024-01-29,SKU-HS001,Headset Pro ANC,Ljud,1.0,1899.0,Malmö,Privat,Swish,KND-52297,Levererad,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-02-07,5.0,2024-01-27,2024-01-29,1,1899.00,True,False,False,False,False,False,1899.0,2,Saturday,1,Positive
ORD-2024-00276,ORD-2024-00276-1,2024-03-17,2024-03-19,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1.0,4999.0,Göteborg,Företag,Faktura,KND-49885,Levererad,Snabb leverans och produkten är fantastisk!,2024-03-30,5.0,2024-03-17,2024-03-19,1,4999.00,True,False,False,False,False,False,4999.0,2,Sunday,3,Positive
ORD-2024-00277,ORD-2024-00277-1,2024-02-02,2024-02-05,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1.0,599.0,Malmö,Privat,Swish,KND-25060,Levererad,"Förväntade mig mer för priset, men den duger.",2024-02-07,3.0,2024-02-02,2024-02-05,1,599.00,True,False,False,False,False,False,599.0,3,Friday,2,Neutral
ORD-2024-00278,ORD-2024-00278-1,2024-11-13,2024-11-16,SKU-LP002,Laptop Budget 14,Datorer,1.0,7999.0,Malmo,Privat,Faktura,KND-26433,Levererad,,,,2024-11-13,2024-11-16,1,7999.00,False,False,False,False,False,False,7999.0,3,Wednesday,11,
ORD-2024-00279,ORD-2024-00279-1,2024-03-06,2024-03-09,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1.0,1299.0,Stockholm,Privat,Swish,KND-10196,Levererad,,,,2024-03-06,2024-03-09,1,1299 kr,False,False,False,False,False,False,1299.0,3,Wednesday,3,
ORD-2024-00282,ORD-2024-00282-1,2024-09-14,2024-09-16,SKU-LP002,Laptop Budget 14,Datorer,1.0,7999.0,Stockholm,Privat,Kort,KND-67778,Levererad,Fungerar inte som det ska. Måste returnera.,2024-09-17,1.0,2024-09-14,2024-09-16,1,7999.00,True,False,False,False,False,False,7999.0,2,Saturday,9,Negative
ORD-2024-00284,ORD-2024-00284-1,2024-11-10,2024-11-13,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1.0,699.0,Stockholm,Privat,,KND-22527,Levererad,Fungerar inte som det ska. Måste returnera.,2024-11-18,1.0,2024-11-10,2024-11-13,1,699.00,True,False,False,False,False,False,699.0,3,Sunday,11,Negative
ORD-2024-00285,ORD-2024-00285-2,2024-01-16,2024-01-19,SKU-SD002,Extern SSD 500GB,Lagring,3.0,699.0,Göteborg,Företag,Faktura,KND-26546,Levererad,,,,2024-01-16,2024-01-19,3,699.00,False,False,False,False,False,False,2097.0,3,Tuesday,1,
ORD-2024-00286,ORD-2024-00286-1,2024-09-13,2024-09-15,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1.0,2499.0,Stockholm,Privat,Kort,KND-17940,Levererad,"Leveransen tog lite längre än utlovat, men produkten är ok.",2024-09-19,3.0,2024-09-13,2024-09-15,1,2499.00,True,False,False,False,False,False,2499.0,2,Friday,9,Neutral
ORD-2024-00300,ORD-2024-00300-1,2024-11-03,2024-11-05,SKU-LP001,Laptop Pro 15,Datorer,5.0,14999.0,Göteborg,Företag,Faktura,KND-21404,Levererad,Riktigt nöjd! Använder den dagligen.,2024-11-15,5.0,2024-11-03,2024-11-05,5,14999.00,True,False,False,False,False,False,74995.0,2,Sunday,11,Positive
ORD-2024-00300,ORD-2024-00300-1,2024-11-03,2024-11-05,SKU-LP001,Laptop Pro 15,Datorer,5.0,14999.0,Göteborg,Företag,Faktura,KND-21404,Levererad,Riktigt nöjd! Använder den dagligen.,2024-11-15,5.0,2024-11-03,2024-11-05,5,14999.00,True,False,False,False,False,False,74995.0,2,Sunday,11,Positive
ORD-2024-00286,ORD-2024-00286-2,2024-09-13,2024-09-15,SKU-HS001,Headset Pro ANC,Ljud,1.0,1899.0,Stockholm,Privat,Kort,KND-17940,Levererad,,,,2024-09-13,2024-09-15,1,1899.00,False,False,False,False,False,False,1899.0,2,Friday,9,
ORD-2024-00287,ORD-2024-00287-1,2024-09-18,2024-09-21,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,2.0,699.0,Malmö,Privat,Kort,KND-39439,Levererad,Snabb leverans och produkten är fantastisk!,2024-09-25,5.0,2024-09-18,2024-09-21,2,699.00,True,False,False,False,False,False,1398.0,3,Wednesday,9,Positive
ORD-2024-00287,ORD-2024-00287-1,2024-09-18,2024-09-21,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,2.0,699.0,Malmö,Privat,Kort,KND-39439,Levererad,Snabb leverans och produkten är fantastisk!,2024-09-25,5.0,2024-09-18,2024-09-21,2,699.00,True,False,False,False,False,False,1398.0,3,Wednesday,9,Positive
ORD-2024-00287,ORD-2024-00287-2,2024-09-18,2024-09-21,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1.0,5999.0,Malmö,Privat,Kort,KND-39439,Levererad,Kan varmt rekommendera denna produkt.,2024-10-03,4.0,2024-09-18,2024-09-21,1,5999.00,True,False,False,False,False,False,5999.0,3,Wednesday,9,Positive
ORD-2024-00288,ORD-2024-00288-1,2024-12-04,2024-12-07,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,2.0,699.0,Stockholm,Företag,Swish,KND-47417,Levererad,Riktigt nöjd! Använder den dagligen.,2024-12-13,4.0,2024-12-04,2024-12-07,2,699.00,True,False,False,False,False,False,1398.0,3,Wednesday,12,Positive
ORD-2024-00288,ORD-2024-00288-2,2024-12-04,2024-12-07,SKU-SD002,Extern SSD 500GB,Lagring,1.0,699.0,Stockholm,Företag,Swish,KND-47417,Levererad,Snabb leverans och produkten är fantastisk!,2024-12-18,4.0,2024-12-04,2024-12-07,1,699.00,True,False,False,False,False,False,699.0,3,Wednesday,12,Positive
ORD-2024-00288,ORD-2024-00288-3,2024-12-04,2024-12-07,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1.0,599.0,Stockholm,Företag,Swish,KND-47417,Levererad,Fantastisk produkt! Fungerar precis som utlovat.,2024-12-14,4.0,2024-12-04,2024-12-07,1,599.00,True,False,False,False,False,False,599.0,3,Wednesday,12,Positive
ORD-2024-00288,ORD-2024-00288-4,2024-12-04,2024-12-07,SKU-HS002,Headset Budget,Ljud,2.0,499.0,Sthlm,Företag,Swish,KND-47417,,,,,2024-12-04,2024-12-07,2,499.00,False,False,False,False,False,False,998.0,3,Wednesday,12,
ORD-2024-00290,ORD-2024-00290-1,2024-06-02,2024-06-05,SKU-HB001,USB-C Hub 7-port,Tillbehör,1.0,549.0,Stockholm,Privat,Kort,KND-87552,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-06-18,4.0,2024-06-02,2024-06-05,1,549.00,True,False,False,False,False,False,549.0,3,Sunday,6,Positive
ORD-2024-00291,ORD-2024-00291-1,2024-10-25,2024-10-28,SKU-HS001,Headset Pro ANC,Ljud,1.0,1899.0,Stockholm,Privat,Faktura,KND-73514,Levererad,,,,2024-10-25,2024-10-28,1,1899.00,False,False,False,False,False,False,1899.0,3,Friday,10,
ORD-2024-00292,ORD-2024-00292-1,2024-11-17,2024-11-22,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1.0,1299.0,Norr,Privat,Faktura,KND-94071,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-11-26,5.0,2024-11-17,2024-11-22,1,1299.00,True,False,False,False,False,False,1299.0,5,Sunday,11,Positive
ORD-2024-00293,ORD-2024-00293-1,2024-04-09,2024-04-11,SKU-HB001,USB-C Hub 7-port,Tillbehör,5.0,549.0,Göteborg,Företag,Faktura,KND-90423,Levererad,Standard. Inget att klaga på direkt.,2024-04-15,3.0,2024-04-09,2024-04-11,5,549.00,True,False,False,False,False,False,2745.0,2,Tuesday,4,Neutral
ORD-2024-00293,ORD-2024-00293-2,2024-04-09,2024-04-11,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1.0,4999.0,Göteborg,Företag,Faktura,KND-90423,Mottagen,Fantastisk produkt! Fungerar precis som utlovat.,2024-04-18,5.0,2024-04-09,2024-04-11,1,4999.00,True,False,False,False,False,False,4999.0,2,Tuesday,4,Positive
ORD-2024-00294,ORD-2024-00294-1,2024-12-06,2024-12-09,SKU-HB001,USB-C Hub 7-port,Tillbehör,1.0,549.0,Linköping,Privat,Kort,KND-63982,Returnerad,Super! Kommer definitivt handla här igen.,2024-12-17,4.0,2024-12-06,2024-12-09,1,549.00,True,False,False,False,False,False,549.0,3,Friday,12,Positive
ORD-2024-00295,ORD-2024-00295-1,2024-01-19,2024-01-22,SKU-MS001,Trådlös Mus X1,Tillbehör,1.0,399.0,Göteborg,Privat,Kort,KND-10168,Levererad,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-02-04,5.0,2024-01-19,2024-01-22,1,399.00,True,False,False,False,False,False,399.0,3,Friday,1,Positive
ORD-2024-00296,ORD-2024-00296-1,2024-08-30,2024-09-02,SKU-HS002,Headset Budget,Ljud,1.0,499.0,Stockholm,Privat,Swish,KND-22531,Levererad,,,,2024-08-30,2024-09-02,1,499.00,False,False,False,False,False,False,499.0,3,Friday,8,
ORD-2024-00297,ORD-2024-00297-1,2024-10-02,2024-10-09,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1.0,4999.0,Norrland,Privat,Kort,KND-25126,Levererad,,,,2024-10-02,2024-10-09,1,"4 999,00",False,False,False,False,False,False,4999.0,7,Wednesday,10,
ORD-2024-00298,ORD-2024-00298-1,2024-11-06,2024-11-10,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1.0,2499.0,Uppsala,Privat,Faktura,KND-64932,Mottagen,Produkten gick sönder efter en månad.,2024-11-11,2.0,2024-11-06,2024-11-10,1,2499.00,True,False,False,False,False,False,2499.0,4,Wednesday,11,Negative
ORD-2024-00299,ORD-2024-00299-1,2024-09-28,2024-09-30,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,2.0,2499.0,Göteborg,Företag,Faktura,KND-35487,Levererad,,,,2024-09-28,2024-09-30,2,"2 499,00",False,False,False,False,False,False,4998.0,2,Saturday,9,
ORD-2024-00299,ORD-2024-00299-2,2024-09-28,2024-09-30,SKU-LP001,Laptop Pro 15,Datorer,1.0,14999.0,Göteborg,Företag,Faktura,KND-35487,Levererad,"Smidigt att beställa, produkten kom snabbt och fungerar perfekt.",2024-10-04,5.0,2024-09-28,2024-09-30,1,14999.00,True,False,False,False,False,False,14999.0,2,Saturday,9,Positive
ORD-2024-00299,ORD-2024-00299-3,2024-09-28,2024-09-30,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,10.0,5999.0,Göteborg,Företag,Faktura,KND-35487,Levererad,Överträffade mina förväntningar. 5 av 5!,2024-10-03,5.0,2024-09-28,2024-09-30,10,5999.00,True,False,False,False,False,False,59990.0,2,Saturday,9,Positive
ORD-2024-00300,ORD-2024-00300-1,2024-11-03,2024-11-05,SKU-LP001,Laptop Pro 15,Datorer,5.0,14999.0,Göteborg,Företag,Faktura,KND-21404,Levererad,Riktigt nöjd! Använder den dagligen.,2024-11-15,5.0,2024-11-03,2024-11-05,5,14999.00,True,False,False,False,False,False,74995.0,2,Sunday,11,Positive
ORD-2024-00300,ORD-2024-00300-1,2024-11-03,2024-11-05,SKU-LP001,Laptop Pro 15,Datorer,5.0,14999.0,Göteborg,Företag,Faktura,KND-21404,Levererad,Riktigt nöjd! Använder den dagligen.,2024-11-15,5.0,2024-11-03,2024-11-05,5,14999.00,True,False,False,False,False,False,74995.0,2,Sunday,11,Positive
ORD-2024-00301,ORD-2024-00301-1,2024-10-28,2024-10-30,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,2.0,2499.0,Stockholm,Företag,Faktura,KND-58977,Levererad,Fantastisk produkt! Fungerar precis som utlovat.,2024-11-11,4.0,2024-10-28,2024-10-30,2,2499.00,True,False,False,False,False,False,4998.0,2,Monday,10,Positive
ORD-2024-00302,ORD-2024-00302-1,2024-03-03,2024-03-06,SKU-SD001,Extern SSD 1TB,Lagring,1.0,1199.0,Örebro,Privat,Swish,KND-55105,Retur,Kan varmt rekommendera denna produkt.,,5.0,2024-03-03,2024-03-06,1,1199.00,True,False,False,False,False,False,1199.0,3,Sunday,3,Positive
ORD-2024-00303,ORD-2024-00303-1,2024-09-25,2024-09-28,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1.0,2499.0,Göteborg,Företag,Faktura,KND-96354,Levererad,Trasig förpackning och skadad produkt.,,2.0,2024-09-25,2024-09-28,1,2499.00,True,False,False,False,False,False,2499.0,3,Wednesday,9,Negative
ORD-2024-00304,ORD-2024-00304-1,2024-08-08,2024-08-11,SKU-SP001,Bluetooth-högtalare,Ljud,1.0,899.0,Stockholm,Företag,Kort,KND-54672,Levererad,Kan varmt rekommendera denna produkt.,2024-08-25,4.0,2024-08-08,2024-08-11,1,899 kr,True,False,False,False,False,False,899.0,3,Thursday,8,Positive
ORD-2024-00304,ORD-2024-00304-2,2024-08-08,2024-08-11,SKU-HS001,Headset Pro ANC,Ljud,2.0,1899.0,Stockholm,Företag,Kort,KND-54672,Levererad,,,,2024-08-08,2024-08-11,2,1899.00,False,False,False,False,False,False,3798.0,3,Thursday,8,
ORD-2024-00304,ORD-2024-00304-3,2024-08-08,2024-08-11,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,1.0,4999.0,Stockholm,Företag,Kort,KND-54672,Levererad,Leveransskada - kartongen var helt demolerad.,2024-08-21,1.0,2024-08-08,2024-08-11,1,4999.00,True,False,False,False,False,False,4999.0,3,Thursday,8,Negative
ORD-2024-00305,ORD-2024-00305-1,2024-03-02,2024-03-04,SKU-MS001,Trådlös Mus X1,Tillbehör,1.0,399.0,Göteborg,Privat,,KND-19561,Levererad,,,,2024-03-02,2024-03-04,1,399.00,False,False,False,False,False,False,399.0,2,Saturday,3,
ORD-2024-00306,ORD-2024-00306-1,2024-01-09,2024-01-11,SKU-MS001,Trådlös Mus X1,Tillbehör,1.0,399.0,Göteborg,Privat,,KND-95909,Levererad,Kan varmt rekommendera denna produkt.,2024-01-24,4.0,2024-01-09,2024-01-11,1,399.00,True,False,False,False,False,False,399.0,2,Tuesday,1,Positive
ORD-2024-00306,ORD-2024-00306-2,2024-01-09,2024-01-11,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1.0,5999.0,Göteborg,Privat,Kort,KND-95909,Levererad,,,,2024-01-09,2024-01-11,1,5999.00,False,False,False,False,False,False,5999.0,2,Tuesday,1,
ORD-2024-00307,ORD-2024-00307-1,2024-12-31,2025-01-07,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1.0,2499.0,Norrland,Privat,Kort,KND-69160,Levererad,,,,2024-12-31,2025-01-07,1,2499.00,False,False,False,False,False,False,2499.0,7,Tuesday,12,
ORD-2024-00308,ORD-2024-00308-1,2024-08-23,2024-08-25,SKU-LP003,Laptop Gaming X,Datorer,1.0,18999.0,Göteborg,Privat,Kreditkort,KND-84482,Levererad,,,,2024-08-23,2024-08-25,1,18999.00,False,False,False,False,False,False,18999.0,2,Friday,8,
ORD-2024-00310,ORD-2024-00310-1,2024-04-04,2024-04-07,SKU-HS002,Headset Budget,Ljud,2.0,499.0,Malmö,Privat,Faktura,KND-77627,Levererad,Varken bra eller dåligt. Fungerar.,2024-04-17,3.0,2024-04-04,2024-04-07,2,499.00,True,False,False,False,False,False,998.0,3,Thursday,4,Positive
ORD-2024-00311,ORD-2024-00311-1,2024-03-19,2024-03-22,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,10.0,699.0,Göteborg,B2B,Faktura,KND-58446,Levererad,,,,2024-03-19,2024-03-22,10,699.00,False,False,False,False,False,False,6990.0,3,Tuesday,3,
ORD-2024-00311,ORD-2024-00311-2,2024-03-19,2024-03-22,SKU-LP002,Laptop Budget 14,Datorer,5.0,7999.0,Göteborg,Företag,Faktura,KND-58446,Levererad,"Smidigt att beställa, produkten kom snabbt och fungerar perfekt.",2024-03-25,4.0,2024-03-19,2024-03-22,5,7999.00,True,False,False,False,False,False,39995.0,3,Tuesday,3,Positive
ORD-2024-00312,ORD-2024-00312-1,2024-10-29,2024-11-03,SKU-LP003,Laptop Gaming X,Datorer,2.0,18999.0,Norrland,Privat,Faktura,KND-11003,Levererad,Fantastisk produkt! Fungerar precis som utlovat.,2024-11-16,5.0,2024-10-29,2024-11-03,2,18999.00,True,False,False,False,False,False,37998.0,5,Tuesday,10,Positive
ORD-2024-00313,ORD-2024-00313-1,2024-12-29,2024-12-31,SKU-MS001,Trådlös Mus X1,Tillbehör,1.0,399.0,Stockholm,Privat,Kort,KND-20871,Levererad,,,,2024-12-29,2024-12-31,1,399.00,False,False,False,False,False,False,399.0,2,Sunday,12,
ORD-2024-00314,ORD-2024-00314-1,2024-02-21,2024-02-25,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1.0,1299.0,Uppsala,Privat,Mastercard,KND-72224,Levererad,Riktigt nöjd! Använder den dagligen.,2024-03-03,5.0,2024-02-21,2024-02-25,1,1299.00,True,False,False,False,False,False,1299.0,4,Wednesday,2,Positive
ORD-2024-00314,ORD-2024-00314-2,2024-02-21,2024-02-25,SKU-WC001,Webbkamera HD,Tillbehör,1.0,799.0,Uppsala,Privat,Kort,KND-72224,Levererad,,,,2024-02-21,2024-02-25,1,799.00,False,False,False,False,False,False,799.0,4,Wednesday,2,
ORD-2024-00315,ORD-2024-00315-1,2024-04-06,2024-04-08,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1.0,599.0,Stockholm,Privat,Faktura,KND-22606,Levererad,,,,2024-04-06,2024-04-08,1,599.00,False,False,False,False,False,False,599.0,2,Saturday,4,
ORD-2024-00315,ORD-2024-00315-2,2024-04-06,2024-04-08,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1.0,1299.0,Sthml,Privat,Faktura,KND-22606,Levererad,,,,2024-04-06,2024-04-08,1,1299.00,False,False,False,False,False,False,1299.0,2,Saturday,4,
ORD-2024-00316,ORD-2024-00316-1,2024-07-25,2024-07-28,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1.0,5999.0,,Privat,Kort,KND-74861,Retur,Bästa tangentbordet jag haft. Rekommenderar!,2024-08-04,5.0,2024-07-25,2024-07-28,1,5999.00,True,False,False,False,False,False,5999.0,3,Thursday,7,Positive
ORD-2024-00317,ORD-2024-00317-1,2024-01-06,2024-01-10,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1.0,699.0,Uppsala,Privat,,KND-54291,Retur,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-01-21,4.0,2024-01-06,2024-01-10,1,699.00,True,False,False,False,False,False,699.0,4,Saturday,1,Positive
ORD-2024-00317,ORD-2024-00317-2,2024-01-06,2024-01-10,SKU-SD001,Extern SSD 1TB,Lagring,1.0,1199.0,Uppsala,Privat,Invoice,KND-54291,Retur,Produkten var trasig vid leverans. Besviken.,2024-01-24,2.0,2024-01-06,2024-01-10,1,1199.00,True,False,False,False,False,False,1199.0,4,Saturday,1,Neutral
ORD-2024-00318,ORD-2024-00318-2,2024-07-30,2024-08-02,SKU-HS001,Headset Pro ANC,Ljud,1.0,1899.0,Malmö,Konsument,Kort,KND-32333,Skickad,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-08-03,4.0,2024-07-30,2024-08-02,1,1899.00,True,False,False,False,False,False,1899.0,3,Tuesday,7,Positive
ORD-2024-00320,ORD-2024-00320-1,2024-06-27,2024-06-30,SKU-WC001,Webbkamera HD,Tillbehör,1.0,799.0,Stockholm,Privat,Swish,KND-77486,Levererad,Riktigt nöjd! Använder den dagligen.,2024-07-03,5.0,2024-06-27,2024-06-30,1,799.00,True,False,False,False,False,False,799.0,3,Thursday,6,Positive
ORD-2024-00321,ORD-2024-00321-1,2024-09-02,2024-09-08,SKU-WC001,Webbkamera HD,Tillbehör,1.0,799.0,Norrland,Privat,Swish,KND-83012,Skickad,,,,2024-09-02,2024-09-08,1,799.00,False,False,False,False,False,False,799.0,6,Monday,9,
ORD-2024-00322,ORD-2024-00322-2,2024-10-22,2024-10-25,SKU-MS001,Trådlös Mus X1,Tillbehör,1.0,399.0,Stockholm,Privat,Kort,KND-20522,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-11-08,5.0,2024-10-22,2024-10-25,1,399.00,True,False,False,False,False,False,399.0,3,Tuesday,10,Positive
ORD-2024-00323,ORD-2024-00323-2,2024-12-27,2024-12-30,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1.0,2499.0,Stockholm,Privat,Faktura,KND-44298,Skickad,,,,2024-12-27,2024-12-30,1,2499.00,False,False,False,False,False,False,2499.0,3,Friday,12,
ORD-2024-00324,ORD-2024-00324-1,2024-01-25,2024-01-29,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1.0,2499.0,Uppsala,Privat,Kort,KND-80314,Levererad,,,,2024-01-25,2024-01-29,1,2499.00,False,False,False,False,False,False,2499.0,4,Thursday,1,
ORD-2024-00325,ORD-2024-00325-1,2024-01-07,2024-01-10,SKU-SD002,Extern SSD 500GB,Lagring,1.0,699.0,Göteborg,Privat,Kort,KND-13840,Levererad,Helt underbar kvalitet för pengarna.,2024-01-14,5.0,2024-01-07,2024-01-10,1,699.00,True,False,False,False,False,False,699.0,3,Sunday,1,Negative
